loss,mape,val_loss,val_mape
0.029125826433300972,7215834.5,0.007300376892089844,6318044.0
0.010327626019716263,3761788.5,0.007073549088090658,3904868.75
0.008266385644674301,3235053.5,0.003865598700940609,4172615.0
0.006997336633503437,2921977.0,0.004833722021430731,3352699.0
0.0058722468093037605,2743082.75,0.0034444208722561598,3752390.0
0.005090364720672369,2620568.25,0.007138128392398357,4213680.5
0.005400342866778374,2617843.5,0.003775880439206958,2964128.0
0.00492097157984972,2483860.25,0.002980065532028675,2874942.25
0.004465627484023571,2314003.0,0.0027147154323756695,3056469.0
0.004289797507226467,2398572.5,0.0033574779517948627,3614599.0
0.004237377550452948,2234609.75,0.0027846540324389935,2723544.5
0.004029970150440931,2207403.25,0.002682762686163187,3120081.5
0.0036624083295464516,2168387.25,0.005981120280921459,2611101.5
0.003846581559628248,2189704.5,0.002690388821065426,2373195.0
0.003747291397303343,2063166.125,0.004126346670091152,2090716.5
0.0034651225432753563,2035150.625,0.0028099005576223135,3317195.75
0.0035500735975801945,2007197.625,0.00254034623503685,2825838.5
0.0033446920569986105,1940144.875,0.005143431480973959,2370556.5
0.0031956410966813564,1954689.125,0.004942005500197411,2831146.0
0.003206371795386076,1968966.625,0.0030507040210068226,1865660.25
0.0032913207542151213,1882842.75,0.0024149881210178137,2517957.0
0.003171677468344569,1958485.875,0.0024371834006160498,2249399.25
0.0032464582473039627,1851667.5,0.003350641578435898,2601208.75
0.0029609710909426212,1910530.375,0.0028112526051700115,2102854.0
0.003003457561135292,1805264.0,0.002348188776522875,2015022.75
0.003019958268851042,1832768.0,0.0024149632081389427,2374549.5
0.003085426287725568,1794945.0,0.003994654398411512,1912816.25
0.0030205498915165663,1702345.75,0.0026680754963308573,2503221.0
0.0028385804034769535,1701963.25,0.0024219632614403963,2605321.0
0.0029188436456024647,1673435.375,0.002498174551874399,2727949.0
0.002838525688275695,1738222.375,0.002483887132257223,2564377.75
0.002799927955493331,1679603.125,0.0026794467121362686,2580170.0
0.002789076417684555,1692119.75,0.0027915770187973976,2888055.75
0.0027049104683101177,1632623.625,0.0024997172877192497,1936387.75
0.002826370531693101,1609047.375,0.0027520654257386923,1904248.375
0.002739849267527461,1578778.25,0.0023689214140176773,2130463.0
0.0026968345046043396,1613164.875,0.0031675505451858044,2129805.75
0.0027464726008474827,1623508.875,0.002326998161152005,1909892.875
0.0026406950782984495,1562054.25,0.0028193455655127764,1830394.75
0.002614356344565749,1553069.875,0.0028584403917193413,2569600.75
0.0026493126060813665,1567335.5,0.003076935885474086,1583163.5
0.0026698950678110123,1487719.375,0.0024589737877249718,1795254.125
0.002593920100480318,1537332.375,0.0033258546609431505,3095907.0
0.002666742540895939,1572995.25,0.0024786361027508974,2165106.25
0.0025649270974099636,1490643.0,0.002485786098986864,1739783.625
0.00256282277405262,1461644.875,0.003084497759118676,2031916.75
0.0026374526787549257,1510976.125,0.002379537560045719,1917116.5
0.002575631020590663,1489143.625,0.0022786594927310944,2086785.375
0.0025519183836877346,1499654.0,0.0025872562546283007,2138279.75
0.0025607433635741472,1463259.75,0.002141375094652176,1784262.75
0.0023991193156689405,1484317.125,0.002300944412127137,1616896.375
0.002562859794124961,1429368.625,0.0022772164084017277,1690844.75
0.0025019540917128325,1381830.0,0.002189061837270856,1740992.0
0.002520308829843998,1442192.375,0.0024036779068410397,1601690.0
0.0024548510555177927,1351155.875,0.00205040886066854,1859460.0
0.002433282556012273,1441134.375,0.002377020427957177,2177587.25
0.002484664088115096,1403272.25,0.002421029144898057,2244483.25
0.002440548036247492,1359322.0,0.0022124883253127337,2004139.125
0.002402397571131587,1347935.0,0.0021773481275886297,1936562.0
0.0023961246479302645,1336318.625,0.002488452475517988,1309775.5
