loss,mape,val_loss,val_mape
0.040720134973526,683503.1875,0.02243204601109028,176.585693359375
0.01910756155848503,331718.84375,0.01867062598466873,126.45555877685547
0.017703283578157425,304304.15625,0.018942812457680702,153.87078857421875
0.015134917572140694,337964.78125,0.013427559286355972,97.5963363647461
0.01220004167407751,330517.84375,0.010556303896009922,120.26862335205078
0.010510237887501717,324417.875,0.013874349184334278,151.33685302734375
0.009104928933084011,318011.625,0.00702441344037652,58.95071792602539
0.007928268052637577,300888.625,0.006531591061502695,53.66606521606445
0.007112238090485334,267042.3125,0.005260264966636896,51.81874465942383
0.006178685463964939,267507.6875,0.0050275130197405815,42.442874908447266
0.005855404771864414,246887.40625,0.005838565528392792,31.33059310913086
0.0058249421417713165,221835.0625,0.004505218006670475,69.78264617919922
0.005299460608512163,201733.515625,0.0044879307970404625,59.02468490600586
0.004808713681995869,178118.65625,0.004020475782454014,26.165836334228516
0.004471639171242714,165060.015625,0.00312747061252594,40.25787353515625
0.004521999973803759,155270.890625,0.003151099430397153,23.65690040588379
0.0041545843705534935,155155.96875,0.003372752573341131,54.95014572143555
0.003655343083664775,144636.671875,0.003525556530803442,23.47517204284668
0.0037004039622843266,143236.46875,0.0027846714947372675,41.6052131652832
0.0035731748212128878,160668.609375,0.0038278012070804834,58.25243377685547
0.0036491025239229202,150963.8125,0.003018913557752967,56.07819747924805
0.0032538501545786858,153060.890625,0.004739134106785059,56.07484817504883
0.003471213625743985,143154.8125,0.0026547852903604507,41.2223014831543
0.0034476129803806543,137255.28125,0.0023928876034915447,29.02883529663086
0.0031670820899307728,110069.984375,0.003194505348801613,23.602611541748047
0.0032227477058768272,144977.390625,0.002925658132880926,21.616531372070312
0.0031817874405533075,135810.609375,0.0035126099828630686,34.594661712646484
0.003199096070602536,144960.9375,0.0027404874563217163,35.69269561767578
0.0030266218818724155,127376.6484375,0.002400214783847332,27.85921287536621
0.0029793872963637114,139792.34375,0.00308556598611176,36.887420654296875
0.0030261201318353415,141310.0625,0.003417129162698984,23.389602661132812
0.0030320752412080765,132534.34375,0.0025459853932261467,21.915590286254883
0.003011539578437805,135410.125,0.0029194001108407974,64.92312622070312
0.0029123518615961075,127929.828125,0.002557088155299425,35.55564498901367
0.0029512085020542145,120754.828125,0.0024995740968734026,21.262977600097656
0.0028396283742040396,123936.9375,0.0027253241278231144,52.48946762084961
0.0029468173161149025,136908.4375,0.0032968525774776936,31.186885833740234
0.0027511748485267162,110219.59375,0.003848530352115631,23.182985305786133
0.002808019984513521,142633.375,0.0025196284987032413,36.1231803894043
0.002860052278265357,119976.765625,0.0025742643047124147,21.30997085571289
0.002824009396135807,134481.171875,0.00284183700568974,22.875192642211914
0.002775531494989991,120944.3359375,0.0029346649535000324,30.49629783630371
0.002787892008200288,115487.4296875,0.004500454291701317,47.724491119384766
0.0027266244869679213,121476.03125,0.002325928071513772,33.66535949707031
0.0027704229578375816,134119.125,0.0034102750942111015,41.4097785949707
0.002742124255746603,130104.859375,0.0024818263482302427,29.89049530029297
0.0027260719798505306,126754.9296875,0.00365094980224967,24.406322479248047
0.0027214866131544113,118838.1796875,0.0024570603854954243,22.672489166259766
0.0027093994431197643,119180.8125,0.0029546297155320644,25.25748634338379
0.0025932316202670336,124365.5,0.002382515463978052,25.390426635742188
0.002741753589361906,132983.359375,0.0026213079690933228,36.1386833190918
0.002691917819902301,131575.359375,0.002598960418254137,46.913360595703125
0.002652454422786832,134452.59375,0.0028822049498558044,27.201824188232422
0.002651725895702839,127296.484375,0.0023784206714481115,23.0549373626709
0.002630626317113638,125530.4140625,0.0025374111719429493,20.505443572998047
0.002567633055150509,130605.2578125,0.002506797667592764,26.497800827026367
0.0026543757412582636,121350.1484375,0.00281301187351346,20.773372650146484
0.0027014410588890314,121298.0546875,0.0024035542737692595,23.805566787719727
0.002574852667748928,118011.625,0.002526781754568219,29.873106002807617
0.0026150275953114033,113567.4140625,0.0029938225634396076,61.825416564941406
0.002580875065177679,124188.6015625,0.0023592112120240927,38.14483642578125
0.0025853142142295837,130639.0234375,0.0022578928619623184,20.92933464050293
0.002624979242682457,125854.4921875,0.0023828474804759026,20.668432235717773
0.00255589303560555,125687.7734375,0.0027929702773690224,21.514205932617188
0.0026069714222103357,138153.671875,0.0023157475516200066,29.266876220703125
0.002574177458882332,116378.34375,0.002750740386545658,52.537025451660156
0.002621575491502881,142014.96875,0.002861929126083851,20.56879425048828
0.0025055434089154005,115193.515625,0.0024646983947604895,35.76470947265625
0.002571790711954236,111774.3984375,0.002704888116568327,20.863744735717773
0.002581766340881586,119993.25,0.002577463397756219,23.903345108032227
0.002501123584806919,116872.7265625,0.0027225983794778585,19.82512855529785
0.0025648034643381834,122245.7578125,0.0027770064771175385,28.188507080078125
0.0025316167157143354,117871.921875,0.0023830654099583626,22.979938507080078
0.002538058441132307,119415.3125,0.00224150437861681,26.002849578857422
0.0025215388741344213,129505.75,0.0027788516599684954,37.072994232177734
0.002560195280238986,131154.078125,0.002440633252263069,24.587177276611328
0.002497524954378605,113048.71875,0.002725915051996708,29.202194213867188
0.0025099634658545256,111370.265625,0.002633524127304554,21.670745849609375
0.0025590970180928707,122966.046875,0.0024059247225522995,45.27005386352539
0.002512367907911539,107710.0078125,0.002533185062929988,19.605783462524414
0.002474673558026552,110195.109375,0.0023348750546574593,20.67854881286621
0.0024527329951524734,133755.9375,0.002264890354126692,23.0740966796875
0.0024688905104994774,123819.8671875,0.002284604823216796,30.27750015258789
0.002484540920704603,102328.078125,0.0026091362815350294,22.31902503967285
0.0025243365671485662,120658.2890625,0.002993691014125943,48.18742752075195
0.00250264722853899,114576.84375,0.0023384536616504192,38.970359802246094
0.0024555721320211887,113079.078125,0.0024671931751072407,23.30838394165039
0.002498346846550703,124139.484375,0.002432059496641159,28.406801223754883
0.002471904270350933,108861.625,0.0022571543231606483,26.042621612548828
0.00245612277649343,105706.4765625,0.0023650419898331165,18.80599021911621
0.0024498829152435064,116534.5078125,0.0027903453446924686,22.3055419921875
0.002467904007062316,112488.1953125,0.0022046032827347517,25.646257400512695
0.0024623193312436342,109907.4375,0.0026314519345760345,32.18379592895508
0.002505115931853652,112267.1796875,0.0024773278273642063,23.636688232421875
0.002440347569063306,115283.6640625,0.0029336062725633383,19.76162338256836
0.00244744960218668,98513.734375,0.0023678469005972147,33.66812515258789
0.0024260100908577442,105852.6796875,0.002544432645663619,25.793222427368164
0.0024637721944600344,102283.328125,0.0023012037854641676,30.63222885131836
0.0024321950040757656,112574.859375,0.0024146500509232283,21.941640853881836
0.002421403070911765,113714.3203125,0.0026760557666420937,27.36456298828125
